No,torch_tf_max_diff,torch_tf_mean_diff,tfjschrome_torch_max_diff,tfjschrome_torch_mean_diff,tfjschrome_tf_max_diff,tfjschrome_tf_mean_diff,channels,model,fail_time
512,1.79E-07,2.55E-08,1.79E-07,2.78E-08,2.38E-07,3.67E-08,0:1 1:1 2:1 3:3 4:3 5:4 6:4 7:6 8:6 9:6 ,from:0 to:1 operator:-1  from:0 to:3 operator:11  from:0 to:5 operator:17  from:0 to:7 operator:16  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:2 to:3 operator:-1  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,347
513,1.79E-07,2.32E-08,2.46E-07,3.61E-08,2.38E-07,4.00E-08,0:1 1:1 2:1 3:1 4:2 5:3 6:3 7:3 8:3 9:3 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:4 operator:5  from:2 to:5 operator:13  from:3 to:4 operator:12  from:4 to:5 operator:-1  from:5 to:6 operator:13  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,347
514,2.38E-07,1.67E-08,2.38E-07,3.28E-08,2.38E-07,3.44E-08,0:1 1:1 2:1 3:1 4:2 5:2 6:2 7:2 8:2 9:2 ,from:0 to:1 operator:-1  from:0 to:4 operator:16  from:1 to:2 operator:9  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:11  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,347
515,1.79E-07,2.27E-08,1.56E-07,2.66E-08,2.38E-07,3.32E-08,0:1 1:1 2:1 3:3 4:3 5:6 6:7 7:8 8:8 9:8 ,from:0 to:1 operator:-1  from:0 to:3 operator:13  from:0 to:6 operator:8  from:1 to:2 operator:-1  from:1 to:3 operator:17  from:2 to:3 operator:-1  from:2 to:7 operator:9  from:3 to:4 operator:-1  from:3 to:5 operator:12  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,347
516,1.79E-07,2.73E-08,1.79E-07,2.89E-08,2.38E-07,3.85E-08,0:1 1:1 2:1 3:3 4:4 5:5 6:5 7:7 8:7 9:7 ,from:0 to:1 operator:-1  from:0 to:3 operator:11  from:0 to:5 operator:10  from:0 to:7 operator:16  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:2 to:3 operator:-1  from:2 to:4 operator:11  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,347
518,1.79E-07,6.94E-09,1.19E-07,7.02E-09,1.79E-07,9.97E-09,0:1 1:1 2:1 3:1 4:2 5:2 6:2 7:2 8:2 9:2 ,from:0 to:1 operator:-1  from:0 to:4 operator:10  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:11  from:6 to:7 operator:-1  from:7 to:8 operator:11  from:8 to:9 operator:-1  ,348
520,2.38E-07,1.19E-08,2.38E-07,2.87E-08,2.38E-07,3.02E-08,0:1 1:1 2:1 3:1 4:2 5:2 6:2 7:2 8:2 9:2 ,from:0 to:1 operator:-1  from:0 to:4 operator:16  from:1 to:2 operator:-1  from:2 to:3 operator:17  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:11  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,349
525,1.79E-07,2.56E-08,1.79E-07,2.93E-08,2.38E-07,3.77E-08,0:1 1:1 2:1 3:2 4:3 5:4 6:4 7:5 8:5 9:5 ,from:0 to:1 operator:-1  from:0 to:5 operator:10  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:2 to:3 operator:-1  from:2 to:4 operator:5  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,353
527,1.79E-07,9.46E-09,1.79E-07,1.92E-08,1.79E-07,2.17E-08,0:1 1:1 2:1 3:1 4:4 5:5 6:5 7:5 8:5 9:5 ,from:0 to:1 operator:-1  from:0 to:4 operator:10  from:1 to:2 operator:-1  from:1 to:4 operator:11  from:2 to:3 operator:-1  from:2 to:4 operator:5  from:2 to:5 operator:13  from:3 to:4 operator:12  from:4 to:5 operator:-1  from:5 to:6 operator:13  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,354
528,0,0,4.77E-07,3.01E-08,4.77E-07,3.01E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:3 7:3 8:3 9:3 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:11  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,354
529,2.98E-07,6.37E-09,4.77E-07,4.42E-08,4.77E-07,4.54E-08,0:1 1:1 2:1 3:3 4:4 5:4 6:4 7:4 8:4 9:4 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:16  from:1 to:2 operator:-1  from:1 to:3 operator:17  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:11  from:6 to:7 operator:-1  from:7 to:8 operator:4  from:8 to:9 operator:-1  ,354
540,1.79E-07,7.42E-09,4.77E-07,1.87E-08,4.77E-07,2.19E-08,0:1 1:1 2:1 3:1 4:1 5:2 6:3 7:5 8:5 9:6 ,from:0 to:1 operator:-1  from:0 to:5 operator:9  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:7 operator:10  from:3 to:4 operator:4  from:3 to:6 operator:8  from:4 to:5 operator:-1  from:4 to:7 operator:5  from:4 to:9 operator:8  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,364
543,8.94E-08,2.74E-09,2.38E-07,1.01E-08,2.38E-07,1.08E-08,0:1 1:1 2:1 3:1 4:2 5:3 6:3 7:3 8:3 9:3 ,from:0 to:1 operator:-1  from:0 to:4 operator:10  from:1 to:2 operator:8  from:2 to:3 operator:-1  from:2 to:5 operator:13  from:3 to:4 operator:12  from:4 to:5 operator:-1  from:5 to:6 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:11  from:8 to:9 operator:-1  ,366
545,2.38E-07,7.44E-09,2.38E-07,2.14E-08,2.38E-07,2.21E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:3 7:3 8:3 9:3 ,from:0 to:1 operator:-1  from:0 to:4 operator:16  from:1 to:2 operator:-1  from:1 to:3 operator:13  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:11  from:6 to:7 operator:12  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,367
547,2.98E-07,8.06E-09,4.77E-07,5.35E-08,4.77E-07,5.46E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:3 7:3 8:3 9:3 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:16  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:11  from:6 to:7 operator:4  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,368
549,1.19E-07,2.81E-09,4.77E-07,3.02E-08,4.77E-07,3.08E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:3 7:3 8:3 9:3 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:10  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:11  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,369
550,1.79E-07,7.22E-09,4.77E-07,2.11E-08,4.77E-07,2.37E-08,0:1 1:1 2:1 3:1 4:1 5:2 6:2 7:4 8:4 9:5 ,from:0 to:1 operator:-1  from:0 to:5 operator:9  from:1 to:2 operator:11  from:2 to:3 operator:-1  from:2 to:7 operator:10  from:3 to:4 operator:4  from:4 to:5 operator:-1  from:4 to:7 operator:5  from:4 to:9 operator:8  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,369
557,0,0,4.77E-07,2.61E-08,4.77E-07,2.61E-08,0:1 1:1 2:2 3:3 4:4 5:4 6:4 7:4 8:4 9:4 ,from:0 to:1 operator:-1  from:0 to:2 operator:8  from:0 to:3 operator:4  from:0 to:4 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:11  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,375
559,1.79E-07,2.57E-08,1.79E-07,2.79E-08,2.38E-07,3.69E-08,0:1 1:1 2:1 3:3 4:4 5:5 6:5 7:7 8:10 9:10 ,from:0 to:1 operator:-1  from:0 to:3 operator:11  from:0 to:5 operator:10  from:0 to:7 operator:16  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:2 to:3 operator:-1  from:2 to:4 operator:11  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:3 to:8 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,376
560,1.19E-07,3.48E-08,1.79E-07,3.31E-08,2.38E-07,4.76E-08,0:1 1:1 2:1 3:2 4:2 5:2 6:2 7:3 8:6 9:6 ,from:0 to:1 operator:16  from:0 to:8 operator:16  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:2 to:3 operator:-1  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:3 to:8 operator:12  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,376
575,1.79E-07,2.71E-08,1.79E-07,2.85E-08,2.98E-07,3.83E-08,0:1 1:1 2:2 3:4 4:6 5:7 6:7 7:10 8:11 9:11 ,from:0 to:1 operator:-1  from:0 to:2 operator:12  from:0 to:3 operator:11  from:0 to:5 operator:10  from:0 to:7 operator:16  from:0 to:8 operator:17  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:2 to:3 operator:-1  from:2 to:4 operator:-1  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,390
577,0,0,4.77E-07,5.82E-08,4.77E-07,5.82E-08,0:1 1:1 2:1 3:2 4:2 5:2 6:2 7:2 8:2 9:2 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:11  from:6 to:7 operator:-1  from:7 to:8 operator:4  from:8 to:9 operator:-1  ,391
579,1.79E-07,6.43E-09,4.77E-07,1.76E-08,4.77E-07,2.04E-08,0:1 1:1 2:1 3:1 4:1 5:3 6:4 7:6 8:6 9:7 ,from:0 to:1 operator:-1  from:0 to:5 operator:9  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:7 operator:10  from:3 to:4 operator:4  from:3 to:5 operator:5  from:3 to:6 operator:8  from:4 to:5 operator:-1  from:4 to:7 operator:5  from:4 to:9 operator:8  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,392
586,1.19E-07,9.39E-09,2.09E-07,2.14E-08,1.79E-07,2.11E-08,0:1 1:1 2:1 3:2 4:2 5:2 6:1 7:1 8:1 9:1 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:17  from:6 to:7 operator:-1  from:7 to:8 operator:4  from:8 to:9 operator:-1  ,398
591,1.19E-07,8.28E-09,1.19E-07,4.52E-09,1.19E-07,8.90E-09,0:1 1:1 2:1 3:2 4:3 5:3 6:3 7:3 8:3 9:3 ,from:0 to:1 operator:-1  from:0 to:4 operator:16  from:1 to:2 operator:-1  from:1 to:3 operator:13  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:4  from:5 to:6 operator:11  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,402
594,1.79E-07,3.08E-08,1.79E-07,3.14E-08,2.98E-07,4.35E-08,0:1 1:1 2:1 3:3 4:3 5:4 6:4 7:6 8:6 9:6 ,from:0 to:1 operator:-1  from:0 to:3 operator:10  from:0 to:5 operator:10  from:0 to:7 operator:16  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:2 to:3 operator:-1  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,404
599,1.79E-07,2.81E-08,1.79E-07,2.97E-08,2.38E-07,3.95E-08,0:1 1:1 2:1 3:2 4:3 5:4 6:5 7:7 8:8 9:8 ,from:0 to:1 operator:-1  from:0 to:5 operator:4  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:1 to:4 operator:17  from:1 to:6 operator:12  from:1 to:7 operator:10  from:2 to:3 operator:-1  from:2 to:7 operator:-1  from:2 to:8 operator:13  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,408
602,2.98E-07,7.67E-09,2.38E-07,2.03E-08,2.38E-07,2.13E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:3 7:3 8:3 9:3 ,from:0 to:1 operator:5  from:0 to:4 operator:16  from:1 to:2 operator:-1  from:1 to:3 operator:13  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:11  from:6 to:7 operator:12  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,410
603,2.98E-07,9.39E-09,4.77E-07,4.67E-08,4.77E-07,4.72E-08,0:1 1:1 2:1 3:3 4:4 5:4 6:4 7:4 8:4 9:4 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:16  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:11  from:6 to:7 operator:-1  from:7 to:8 operator:4  from:8 to:9 operator:-1  ,410
607,1.79E-07,1.11E-08,4.77E-07,1.98E-08,4.77E-07,2.51E-08,0:1 1:1 2:1 3:1 4:1 5:2 6:2 7:5 8:5 9:6 ,from:0 to:1 operator:-1  from:0 to:5 operator:9  from:1 to:2 operator:-1  from:2 to:3 operator:13  from:2 to:7 operator:10  from:3 to:4 operator:4  from:3 to:7 operator:16  from:4 to:5 operator:-1  from:4 to:7 operator:5  from:4 to:9 operator:8  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,413
613,1.19E-07,6.99E-09,4.77E-07,5.78E-08,4.77E-07,5.82E-08,0:1 1:1 2:1 3:2 4:2 5:2 6:2 7:2 8:2 9:2 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:1 to:2 operator:9  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:11  from:6 to:7 operator:-1  from:7 to:8 operator:4  from:8 to:9 operator:-1  ,418
614,1.79E-07,3.02E-08,1.79E-07,3.12E-08,2.38E-07,4.26E-08,0:1 1:1 2:1 3:3 4:3 5:4 6:5 7:7 8:7 9:7 ,from:0 to:1 operator:-1  from:0 to:3 operator:10  from:0 to:5 operator:10  from:0 to:6 operator:9  from:0 to:7 operator:16  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:2 to:3 operator:-1  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,418
617,2.98E-07,4.75E-09,4.77E-07,4.02E-08,4.77E-07,4.09E-08,0:1 1:1 2:1 3:3 4:5 5:5 6:5 7:5 8:5 9:5 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:16  from:1 to:2 operator:-1  from:1 to:3 operator:17  from:1 to:4 operator:8  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:11  from:6 to:7 operator:-1  from:7 to:8 operator:4  from:8 to:9 operator:-1  ,420
620,1.79E-07,2.57E-08,1.79E-07,2.63E-08,2.38E-07,3.53E-08,0:1 1:1 2:1 3:3 4:3 5:6 6:8 7:9 8:9 9:9 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:6 operator:8  from:1 to:2 operator:-1  from:1 to:3 operator:17  from:1 to:6 operator:11  from:2 to:3 operator:-1  from:2 to:7 operator:9  from:3 to:4 operator:-1  from:3 to:5 operator:12  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,422
621,2.38E-07,3.22E-08,1.79E-07,3.44E-08,2.98E-07,4.44E-08,0:1 1:1 2:1 3:2 4:2 5:3 6:3 7:7 8:7 9:7 ,from:0 to:1 operator:10  from:0 to:5 operator:10  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:2 to:3 operator:-1  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:12  from:5 to:7 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,422
627,1.79E-07,7.12E-09,2.38E-07,1.17E-08,2.38E-07,1.40E-08,0:1 1:1 2:1 3:1 4:2 5:3 6:3 7:3 8:3 9:6 ,from:0 to:1 operator:-1  from:0 to:4 operator:10  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:5 operator:13  from:3 to:4 operator:12  from:4 to:5 operator:-1  from:5 to:6 operator:5  from:5 to:9 operator:12  from:6 to:7 operator:-1  from:7 to:8 operator:11  from:8 to:9 operator:-1  ,427
629,1.19E-07,2.86E-09,1.79E-07,7.90E-09,1.79E-07,8.47E-09,0:1 1:1 2:1 3:1 4:2 5:3 6:3 7:3 8:3 9:4 ,from:0 to:1 operator:-1  from:0 to:4 operator:10  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:5 operator:13  from:3 to:4 operator:12  from:3 to:9 operator:12  from:4 to:5 operator:-1  from:5 to:6 operator:5  from:6 to:7 operator:-1  from:7 to:8 operator:11  from:8 to:9 operator:-1  ,428
630,1.79E-07,3.12E-08,1.79E-07,3.09E-08,2.38E-07,4.35E-08,0:1 1:1 2:1 3:2 4:2 5:3 6:3 7:7 8:7 9:7 ,from:0 to:1 operator:-1  from:0 to:5 operator:10  from:0 to:7 operator:16  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:2 to:3 operator:-1  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:3 to:7 operator:16  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,428
631,1.79E-07,2.60E-08,1.79E-07,2.71E-08,2.38E-07,3.70E-08,0:1 1:1 2:1 3:3 4:4 5:5 6:5 7:7 8:7 9:7 ,from:0 to:1 operator:-1  from:0 to:3 operator:11  from:0 to:4 operator:8  from:0 to:5 operator:10  from:0 to:7 operator:16  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:2 to:3 operator:-1  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,428
632,2.98E-07,7.50E-09,2.38E-07,2.62E-08,2.38E-07,2.75E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:3 7:3 8:3 9:3 ,from:0 to:1 operator:-1  from:0 to:3 operator:5  from:0 to:4 operator:16  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:11  from:6 to:7 operator:4  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,428
633,1.19E-07,3.94E-09,4.77E-07,3.65E-08,4.77E-07,3.72E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:3 7:3 8:6 9:6 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:10  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:11  from:5 to:8 operator:4  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,428
636,1.79E-07,2.61E-08,1.79E-07,2.73E-08,1.79E-07,3.66E-08,0:1 1:1 2:1 3:3 4:3 5:6 6:7 7:8 8:8 9:8 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:6 operator:8  from:1 to:2 operator:-1  from:1 to:3 operator:17  from:2 to:3 operator:-1  from:2 to:7 operator:13  from:3 to:4 operator:-1  from:3 to:5 operator:12  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,430
638,1.19E-07,6.20E-10,4.77E-07,5.35E-08,4.77E-07,5.34E-08,0:1 1:1 2:1 3:3 4:4 5:4 6:4 7:4 8:4 9:4 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:4  from:1 to:2 operator:-1  from:1 to:3 operator:17  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:11  from:6 to:7 operator:-1  from:7 to:8 operator:4  from:8 to:9 operator:-1  ,431
639,2.98E-07,5.53E-09,2.38E-07,1.82E-08,2.38E-07,1.89E-08,0:1 1:1 2:1 3:2 4:4 5:4 6:4 7:4 8:4 9:4 ,from:0 to:1 operator:-1  from:0 to:4 operator:16  from:1 to:2 operator:-1  from:1 to:3 operator:13  from:1 to:4 operator:5  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:11  from:6 to:7 operator:12  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,431
642,1.19E-07,6.49E-09,1.79E-07,1.47E-08,1.79E-07,1.53E-08,0:1 1:1 2:1 3:1 4:2 5:2 6:2 7:2 8:2 9:2 ,from:0 to:1 operator:-1  from:0 to:4 operator:5  from:1 to:2 operator:9  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:11  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,433
643,1.79E-07,3.29E-08,1.79E-07,3.06E-08,2.38E-07,4.52E-08,0:1 1:1 2:1 3:3 4:4 5:5 6:5 7:12 8:12 9:12 ,from:0 to:1 operator:-1  from:0 to:3 operator:12  from:0 to:4 operator:9  from:0 to:5 operator:10  from:0 to:7 operator:16  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:2 to:3 operator:-1  from:2 to:7 operator:11  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:7 operator:4  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:10  ,433
645,2.98E-07,5.72E-09,4.77E-07,2.35E-08,4.77E-07,2.38E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:3 7:3 8:3 9:4 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:16  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:4 to:9 operator:17  from:5 to:6 operator:11  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,434
646,2.38E-07,2.95E-08,1.79E-07,3.36E-08,2.38E-07,4.39E-08,0:1 1:1 2:1 3:3 4:5 5:5 6:5 7:5 8:5 9:5 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:16  from:1 to:2 operator:-1  from:1 to:3 operator:17  from:1 to:4 operator:8  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:10  from:6 to:7 operator:-1  from:7 to:8 operator:4  from:8 to:9 operator:-1  ,434
647,1.79E-07,6.05E-09,4.77E-07,2.02E-08,4.77E-07,2.23E-08,0:1 1:1 2:1 3:1 4:1 5:2 6:2 7:5 8:5 9:6 ,from:0 to:1 operator:-1  from:0 to:5 operator:9  from:1 to:2 operator:11  from:1 to:7 operator:5  from:2 to:3 operator:-1  from:2 to:7 operator:10  from:3 to:4 operator:4  from:4 to:5 operator:-1  from:4 to:7 operator:5  from:4 to:9 operator:8  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,434
649,1.79E-07,6.27E-09,4.77E-07,1.56E-08,4.77E-07,1.82E-08,0:1 1:1 2:1 3:1 4:1 5:2 6:3 7:5 8:6 9:7 ,from:0 to:1 operator:-1  from:0 to:5 operator:9  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:7 operator:10  from:2 to:8 operator:-1  from:3 to:4 operator:4  from:3 to:6 operator:8  from:4 to:5 operator:-1  from:4 to:7 operator:5  from:4 to:9 operator:8  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,435
650,2.98E-07,1.52E-08,4.77E-07,4.25E-08,4.77E-07,4.78E-08,0:1 1:1 2:1 3:3 4:4 5:4 6:4 7:5 8:5 9:5 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:16  from:0 to:7 operator:10  from:1 to:2 operator:-1  from:1 to:3 operator:9  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:5 to:6 operator:11  from:6 to:7 operator:-1  from:7 to:8 operator:4  from:8 to:9 operator:-1  ,435
652,2.38E-07,1.02E-08,4.77E-07,1.92E-08,4.77E-07,2.35E-08,0:1 1:1 2:1 3:1 4:1 5:2 6:3 7:6 8:6 9:7 ,from:0 to:1 operator:-1  from:0 to:5 operator:9  from:1 to:2 operator:-1  from:2 to:3 operator:13  from:2 to:6 operator:17  from:2 to:7 operator:10  from:3 to:4 operator:4  from:3 to:7 operator:16  from:4 to:5 operator:-1  from:4 to:7 operator:5  from:4 to:9 operator:8  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,436
656,2.98E-07,9.04E-09,4.77E-07,3.09E-08,4.77E-07,3.35E-08,0:1 1:1 2:1 3:2 4:3 5:3 6:3 7:3 8:6 9:6 ,from:0 to:1 operator:-1  from:0 to:3 operator:4  from:0 to:4 operator:16  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:5  from:4 to:8 operator:13  from:5 to:6 operator:11  from:6 to:7 operator:4  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,439
